brand,model,year,engine_size,fuel_type,transmission,mileage,car_type,drive_type,price
Suzuki,WagonR,2021,1.3,Petrol,Automatic,186305,Hatchback,RWD,1350318
Hyundai,Sonata,2016,2.1,Hybrid,Automatic,110303,Sedan,RWD,1574684
Toyota,Fortuner,2019,1.7,Diesel,Manual,36901,Truck,AWD,4386996
Toyota,Fortuner,2022,2.8,Petrol,Automatic,77915,Truck,AWD,1698828
Honda,BR-V,2008,2.1,Diesel,CVT,190431,Sedan,RWD,2758368
Suzuki,WagonR,2005,1.6,Electric,Manual,41751,Truck,RWD,6459148
Suzuki,Alto,2013,2.5,Electric,Manual,52832,Hatchback,RWD,6511732
Honda,City,2013,1.8,Electric,Manual,133403,SUV,AWD,3101775
Kia,Cerato,2015,3.5,Hybrid,Automatic,123953,Truck,RWD,4363481
Suzuki,Cultus,2023,1.8,Petrol,Automatic,136232,Truck,FWD,1819742
Toyota,Yaris,2013,3.8,Petrol,CVT,163296,SUV,RWD,1513549
Honda,Civic,2018,2.1,Electric,CVT,72390,Hatchback,FWD,1730815
Kia,Cerato,2008,1.5,Diesel,CVT,130304,SUV,FWD,3894222
Toyota,Camry,2019,3.9,Electric,Automatic,94843,Truck,FWD,1827740
Toyota,Fortuner,2021,1.3,Electric,CVT,17641,Truck,FWD,6620476
Hyundai,Elantra,2016,3.0,Petrol,CVT,18493,Truck,AWD,7851971
Kia,Picanto,2015,2.3,Hybrid,Manual,176832,SUV,RWD,4264385
Hyundai,Elantra,2015,2.2,Hybrid,CVT,181931,Sedan,FWD,5060820
Suzuki,Swift,2017,1.8,Diesel,Automatic,17538,SUV,AWD,7117482
Honda,City,2007,1.9,Petrol,Automatic,159494,SUV,RWD,2240116
Toyota,Camry,2009,3.4,Diesel,Manual,189337,Hatchback,AWD,1097588
Hyundai,Sonata,2018,1.4,Electric,Automatic,174719,SUV,AWD,6912014
Toyota,Yaris,2011,2.3,Diesel,Manual,174766,SUV,FWD,1209525
Hyundai,Sonata,2023,1.5,Electric,Automatic,120157,SUV,RWD,3618121
Honda,Accord,2011,3.0,Petrol,CVT,79032,SUV,FWD,5942225
Toyota,Fortuner,2019,3.9,Electric,Manual,144775,Sedan,FWD,3881492
Suzuki,WagonR,2015,1.0,Diesel,Manual,179503,Sedan,FWD,1900567
Kia,Picanto,2015,2.3,Diesel,CVT,167595,Truck,FWD,4766803
Honda,City,2015,3.2,Hybrid,Automatic,100534,Hatchback,RWD,6495950
Toyota,Corolla,2016,1.9,Petrol,CVT,135858,Truck,AWD,1663608
Suzuki,WagonR,2023,2.2,Electric,Manual,151809,Truck,FWD,5025508
Honda,BR-V,2006,1.0,Diesel,Automatic,62641,Truck,FWD,7543754
Kia,Picanto,2018,3.5,Petrol,Automatic,90660,Truck,AWD,2433620
Hyundai,Sonata,2011,2.8,Hybrid,Automatic,91211,Truck,AWD,6833580
Honda,Civic,2014,3.4,Electric,CVT,21536,Hatchback,AWD,2034023
Toyota,Yaris,2009,1.6,Electric,Manual,44504,Sedan,RWD,6734423
Toyota,Fortuner,2007,2.6,Hybrid,Manual,96142,SUV,AWD,4621196
Toyota,Corolla,2022,1.1,Hybrid,Manual,164272,SUV,RWD,3348673
Honda,City,2019,1.6,Electric,Manual,109679,SUV,FWD,4922756
Toyota,Fortuner,2009,4.0,Electric,CVT,156936,Truck,RWD,3542400
Toyota,Camry,2017,3.8,Electric,Manual,66830,SUV,FWD,3337707
Suzuki,Cultus,2009,1.4,Electric,CVT,159132,Hatchback,AWD,1203431
Honda,BR-V,2005,2.8,Petrol,CVT,112180,Hatchback,FWD,2688703
Kia,Picanto,2016,1.5,Petrol,Automatic,141288,Sedan,AWD,6668957
Kia,Cerato,2011,1.3,Diesel,Manual,35109,Sedan,RWD,3971527
Suzuki,Alto,2016,2.5,Petrol,CVT,88055,Sedan,FWD,6340758
Honda,BR-V,2014,1.4,Hybrid,Automatic,78229,Truck,AWD,2983507
Kia,Sportage,2006,3.7,Petrol,CVT,23072,Hatchback,FWD,2821976
Kia,Cerato,2009,3.3,Diesel,Manual,115068,Hatchback,RWD,6910578
Kia,Cerato,2014,2.2,Hybrid,Automatic,52337,SUV,RWD,4742772
Toyota,Corolla,2022,0.9,Diesel,Manual,192303,Truck,FWD,1874191
Suzuki,WagonR,2022,3.8,Diesel,Manual,68739,Truck,AWD,6913705
Suzuki,Alto,2014,2.7,Hybrid,Manual,175336,Sedan,AWD,3858776
Kia,Picanto,2021,1.0,Petrol,Automatic,183236,Truck,RWD,1243344
Kia,Cerato,2010,2.5,Hybrid,CVT,117915,Truck,RWD,6368047
Honda,Accord,2005,1.1,Hybrid,Manual,58382,SUV,FWD,6991993
Hyundai,Tucson,2010,2.7,Hybrid,Automatic,144281,Sedan,AWD,6850522
Honda,Accord,2011,0.9,Petrol,CVT,41426,SUV,AWD,5844428
Kia,Sportage,2008,2.9,Electric,CVT,10291,Sedan,FWD,3592263
Suzuki,Alto,2018,3.6,Hybrid,CVT,22107,Sedan,RWD,6742903
Honda,Civic,2007,3.5,Diesel,CVT,185069,Truck,RWD,2873650
Hyundai,Elantra,2006,1.7,Electric,CVT,123412,Truck,RWD,2202632
Honda,City,2010,2.4,Hybrid,Manual,166510,Hatchback,AWD,4534819
Toyota,Yaris,2016,3.7,Hybrid,CVT,55858,SUV,FWD,5853004
Kia,Cerato,2008,3.5,Electric,CVT,77638,Hatchback,AWD,1918463
Kia,Sportage,2019,3.2,Diesel,CVT,176228,SUV,AWD,4605704
Toyota,Fortuner,2013,3.5,Electric,CVT,55694,SUV,AWD,4237262
Hyundai,Elantra,2022,1.0,Petrol,CVT,195413,Truck,FWD,3907619
Honda,Accord,2006,3.1,Electric,Manual,13226,Truck,AWD,1449784
Honda,City,2008,3.2,Electric,Manual,132560,SUV,AWD,5780848
Hyundai,Elantra,2018,1.7,Electric,Manual,52972,Sedan,FWD,4419236
Toyota,Camry,2013,1.7,Hybrid,CVT,138412,SUV,AWD,3756230
Hyundai,Sonata,2023,1.0,Electric,Automatic,136674,Truck,AWD,2547325
Hyundai,Sonata,2021,1.4,Diesel,Manual,44844,Hatchback,FWD,1655303
Suzuki,Cultus,2014,3.4,Electric,Manual,168751,Hatchback,AWD,4730578
Honda,BR-V,2010,3.8,Electric,CVT,77604,Truck,RWD,862946
Toyota,Corolla,2021,2.5,Petrol,Automatic,134085,Hatchback,RWD,7758813
Honda,City,2006,1.1,Diesel,Automatic,160579,Hatchback,AWD,936427
Suzuki,Swift,2006,1.2,Diesel,CVT,146014,Sedan,AWD,2058036
Kia,Cerato,2020,2.7,Electric,Automatic,71524,Truck,FWD,3782241
Hyundai,Sonata,2017,1.5,Petrol,CVT,11856,SUV,RWD,7741763
Honda,Accord,2022,2.2,Hybrid,Automatic,159007,Truck,FWD,4745714
Toyota,Corolla,2009,0.9,Hybrid,Automatic,141450,Truck,AWD,1329538
Toyota,Yaris,2005,3.3,Hybrid,Automatic,132972,Hatchback,RWD,1198266
Kia,Sportage,2021,3.5,Electric,Automatic,104936,Hatchback,RWD,5297974
Suzuki,Swift,2013,3.0,Electric,CVT,23971,Hatchback,AWD,4497598
Toyota,Camry,2021,3.9,Diesel,Automatic,5037,Sedan,RWD,2714423
Kia,Picanto,2011,3.6,Hybrid,Manual,140400,Sedan,FWD,7888434
Honda,City,2012,1.2,Diesel,Automatic,149157,Hatchback,AWD,4809982
Kia,Cerato,2018,1.6,Petrol,Manual,106160,Truck,RWD,1839615
Suzuki,Swift,2009,2.1,Petrol,Automatic,177303,Hatchback,RWD,7852419
Kia,Cerato,2023,3.1,Electric,Automatic,31624,Hatchback,FWD,5356175
Honda,Civic,2012,1.1,Hybrid,CVT,35259,Truck,FWD,7877813
Suzuki,WagonR,2020,1.6,Petrol,Automatic,127098,Truck,FWD,5818417
Suzuki,Swift,2018,2.8,Hybrid,CVT,133129,Truck,AWD,2540077
Toyota,Camry,2020,2.6,Hybrid,Automatic,108651,Hatchback,FWD,3166887
Honda,City,2014,4.0,Hybrid,Automatic,63801,SUV,FWD,4746588
Toyota,Camry,2010,2.8,Electric,Automatic,124345,SUV,RWD,1567184
Kia,Sportage,2015,1.0,Diesel,Manual,146304,Sedan,AWD,6258691
Toyota,Camry,2010,1.1,Petrol,Automatic,80749,Sedan,FWD,976752
Honda,Accord,2006,1.8,Petrol,Automatic,84626,Truck,FWD,5367595
Kia,Picanto,2014,1.3,Diesel,Manual,74618,SUV,FWD,5033277
Toyota,Fortuner,2009,3.6,Hybrid,Manual,145942,Truck,FWD,6364658
Kia,Cerato,2021,3.6,Petrol,Manual,148447,Truck,AWD,4818323
Kia,Sportage,2023,2.0,Diesel,CVT,21130,Truck,AWD,7193110
Honda,BR-V,2016,3.2,Electric,CVT,81132,SUV,AWD,7057553
Hyundai,Tucson,2021,1.2,Hybrid,Manual,136016,Hatchback,RWD,3451865
Hyundai,Sonata,2020,0.9,Diesel,Manual,91825,Hatchback,RWD,6307893
Toyota,Yaris,2019,3.6,Hybrid,Manual,102569,SUV,FWD,3209135
Hyundai,Tucson,2014,1.4,Diesel,Manual,127838,Hatchback,RWD,7370443
Suzuki,Cultus,2016,4.0,Hybrid,Manual,101822,Truck,FWD,2895062
Honda,Civic,2013,2.6,Petrol,CVT,187942,Truck,AWD,4946971
Kia,Sportage,2021,3.6,Petrol,Manual,196062,Truck,RWD,7790118
Suzuki,WagonR,2019,1.8,Hybrid,CVT,46098,Truck,RWD,3439497
Suzuki,Cultus,2019,3.3,Petrol,CVT,66724,Sedan,AWD,6306419
Suzuki,Cultus,2023,3.4,Hybrid,Manual,170732,Truck,FWD,3936407
Kia,Picanto,2023,2.9,Electric,Automatic,7926,SUV,AWD,6946196
Toyota,Corolla,2017,3.6,Diesel,CVT,135047,Sedan,RWD,6894731
Honda,Accord,2020,3.4,Hybrid,Manual,166810,Sedan,FWD,1855815
Kia,Cerato,2012,3.8,Petrol,Automatic,140764,Sedan,AWD,6389876
Honda,Accord,2005,1.6,Diesel,Manual,120263,Hatchback,RWD,6744668
Hyundai,Elantra,2012,1.8,Electric,Manual,129228,SUV,FWD,5878956
Suzuki,WagonR,2007,1.1,Hybrid,CVT,76720,Sedan,AWD,3706494
Hyundai,Sonata,2015,3.5,Diesel,CVT,43572,Hatchback,RWD,2864612
Hyundai,Tucson,2019,3.2,Electric,Manual,47689,Hatchback,AWD,2624220
Hyundai,Elantra,2019,3.9,Diesel,Manual,88325,SUV,RWD,6384085
Honda,BR-V,2019,2.7,Hybrid,CVT,137721,Truck,AWD,2981578
Hyundai,Tucson,2015,2.0,Petrol,Manual,77230,Hatchback,FWD,2193461
Honda,BR-V,2012,3.8,Diesel,CVT,199898,Sedan,AWD,6939325
Suzuki,Cultus,2015,2.5,Diesel,CVT,114575,Truck,FWD,6872697
Honda,Accord,2019,1.5,Electric,CVT,52333,SUV,FWD,4782189
Honda,BR-V,2015,3.9,Hybrid,Manual,152672,SUV,AWD,7885908
Suzuki,Swift,2012,3.7,Electric,Automatic,45272,Sedan,AWD,6512808
Toyota,Corolla,2023,1.4,Hybrid,CVT,197893,SUV,FWD,2990754
Honda,City,2008,3.8,Hybrid,Automatic,66784,Sedan,FWD,831937
Suzuki,Cultus,2014,3.8,Electric,Manual,30427,Truck,FWD,3702495
Suzuki,WagonR,2012,3.0,Diesel,Manual,157886,Sedan,FWD,5546388
Honda,BR-V,2010,3.6,Petrol,Manual,80238,Truck,RWD,6878579
Suzuki,Cultus,2014,2.0,Petrol,CVT,106653,SUV,AWD,3966451
Hyundai,Sonata,2018,1.1,Electric,Manual,138480,Truck,FWD,4763329
Kia,Sportage,2005,1.8,Petrol,Manual,120557,Truck,AWD,983672
Hyundai,Tucson,2020,2.7,Diesel,Automatic,142363,Hatchback,RWD,5800007
Suzuki,WagonR,2021,1.7,Diesel,CVT,160873,Sedan,FWD,5774938
Suzuki,WagonR,2018,1.7,Diesel,Manual,7177,Sedan,AWD,3906341
Kia,Cerato,2022,3.0,Diesel,Manual,143518,Truck,RWD,3128214
Toyota,Camry,2023,3.8,Hybrid,CVT,159464,Hatchback,AWD,3855233
Suzuki,Cultus,2005,1.1,Petrol,Automatic,75178,Truck,FWD,4593659
Suzuki,Cultus,2018,1.8,Electric,CVT,177871,Sedan,RWD,5038177
Kia,Cerato,2019,2.7,Hybrid,Manual,179634,SUV,RWD,2988316
Hyundai,Tucson,2016,3.2,Diesel,Automatic,63714,Sedan,AWD,3695323
Kia,Picanto,2016,3.2,Hybrid,Manual,87602,Truck,AWD,4664612
Honda,Civic,2022,3.2,Electric,Manual,164608,Hatchback,FWD,3222979
Kia,Cerato,2009,3.0,Diesel,CVT,31830,Sedan,RWD,977265
Suzuki,Alto,2023,4.0,Electric,Manual,162414,Hatchback,AWD,7356052
Suzuki,WagonR,2022,2.1,Petrol,Manual,99201,SUV,RWD,1496038
Suzuki,WagonR,2007,3.7,Electric,Manual,24095,Truck,AWD,1219865
Honda,BR-V,2010,2.7,Electric,Manual,106366,Sedan,AWD,1863266
Honda,City,2018,2.6,Petrol,Manual,115124,Truck,AWD,5724206
Kia,Cerato,2015,0.9,Electric,Automatic,27085,SUV,RWD,6995028
Kia,Cerato,2021,3.8,Diesel,Automatic,109201,SUV,AWD,6937663
Suzuki,Alto,2017,3.3,Electric,Automatic,98463,Sedan,AWD,996672
Hyundai,Sonata,2007,3.7,Petrol,Automatic,66835,SUV,AWD,1289000
Suzuki,WagonR,2010,3.8,Electric,Automatic,158508,Hatchback,RWD,3933129
Hyundai,Tucson,2020,3.0,Hybrid,CVT,11677,Hatchback,RWD,6999853
Suzuki,WagonR,2022,3.2,Petrol,CVT,99752,Hatchback,RWD,4249409
Hyundai,Elantra,2021,2.9,Petrol,CVT,65920,Hatchback,AWD,7264825
Toyota,Yaris,2017,2.2,Petrol,Manual,149786,SUV,RWD,4535159
Kia,Cerato,2018,3.4,Hybrid,Manual,136087,Truck,FWD,2962521
Kia,Sportage,2015,3.7,Hybrid,Automatic,97457,SUV,FWD,997348
Hyundai,Tucson,2020,2.9,Hybrid,Automatic,66089,Hatchback,FWD,5455486
Suzuki,Alto,2023,2.1,Petrol,Automatic,12210,SUV,FWD,1516069
Honda,Civic,2007,2.8,Hybrid,CVT,116312,Truck,AWD,4301704
Suzuki,Cultus,2014,1.4,Petrol,Automatic,181240,Truck,AWD,4687388
Suzuki,Alto,2007,3.8,Diesel,Manual,133065,SUV,RWD,1777540
Kia,Sportage,2005,0.9,Hybrid,CVT,43717,Hatchback,RWD,7069160
Hyundai,Sonata,2016,3.1,Petrol,CVT,189289,Truck,RWD,3061579
Suzuki,Cultus,2015,2.0,Hybrid,Manual,114764,Sedan,AWD,4384612
Kia,Sportage,2018,3.1,Diesel,Automatic,72362,Hatchback,RWD,6563994
Honda,Accord,2010,3.6,Hybrid,Manual,107540,Truck,AWD,6417864
Suzuki,Swift,2022,2.3,Hybrid,Automatic,44419,Hatchback,FWD,3963331
Kia,Sportage,2017,2.0,Petrol,CVT,191172,Truck,FWD,3214152
Suzuki,Cultus,2018,1.0,Electric,Automatic,50791,Hatchback,FWD,6646993
Hyundai,Elantra,2007,3.6,Hybrid,Manual,166662,SUV,AWD,4757963
Hyundai,Elantra,2012,3.5,Electric,Manual,148494,SUV,FWD,2091820
Toyota,Fortuner,2022,3.6,Electric,Manual,19399,SUV,FWD,1733596
Toyota,Fortuner,2009,2.3,Electric,Automatic,60170,SUV,FWD,3510042
Hyundai,Tucson,2022,0.9,Electric,CVT,111517,Hatchback,RWD,3604759
Suzuki,Cultus,2008,3.5,Diesel,Manual,189643,SUV,FWD,6327852
Toyota,Camry,2013,3.4,Diesel,CVT,62688,Sedan,RWD,5146636
Suzuki,Alto,2017,1.0,Hybrid,Automatic,137008,Hatchback,FWD,7864227
Toyota,Corolla,2023,3.9,Hybrid,CVT,110145,Hatchback,AWD,7362044
Suzuki,WagonR,2012,1.7,Electric,Manual,151704,Sedan,FWD,7482485
Kia,Picanto,2022,3.5,Diesel,CVT,19058,Truck,AWD,7444830
Honda,Accord,2018,2.6,Petrol,Automatic,42765,Sedan,RWD,5020158
Toyota,Fortuner,2008,3.5,Electric,CVT,38466,Hatchback,RWD,2398397
Toyota,Yaris,2012,1.3,Diesel,Automatic,106465,SUV,FWD,6001981
Kia,Cerato,2017,3.0,Petrol,Manual,54405,Truck,RWD,7904227
Suzuki,Cultus,2017,2.9,Petrol,Automatic,182965,Truck,FWD,3734116
Honda,Accord,2007,4.0,Electric,Manual,83767,SUV,RWD,2845173
Kia,Picanto,2017,3.9,Hybrid,Manual,75291,SUV,FWD,3795886
Suzuki,WagonR,2006,3.6,Hybrid,CVT,60642,Sedan,AWD,3499799
Honda,BR-V,2021,1.9,Electric,Manual,192895,Hatchback,AWD,3303965
Kia,Cerato,2018,1.9,Diesel,Automatic,197699,Truck,FWD,5975244
Hyundai,Sonata,2012,0.8,Hybrid,CVT,79201,Sedan,RWD,4440452
Hyundai,Tucson,2008,2.4,Diesel,Automatic,132132,Truck,RWD,5839464
Hyundai,Sonata,2016,1.3,Diesel,CVT,159521,Hatchback,RWD,3836957
Honda,Accord,2017,2.9,Hybrid,Automatic,81772,Sedan,RWD,1184380
Hyundai,Elantra,2023,3.3,Petrol,Automatic,171759,Truck,FWD,3218019
Hyundai,Elantra,2022,2.7,Hybrid,Automatic,87556,Hatchback,RWD,2438194
Toyota,Corolla,2007,1.2,Hybrid,CVT,85955,SUV,RWD,6365228
Hyundai,Sonata,2011,1.7,Electric,Manual,76749,Hatchback,RWD,7579116
Kia,Cerato,2006,2.0,Petrol,CVT,45885,Sedan,AWD,1600444
Toyota,Camry,2016,2.0,Diesel,CVT,88803,SUV,FWD,1568125
Hyundai,Tucson,2019,1.8,Hybrid,CVT,102440,SUV,AWD,2149850
Suzuki,Alto,2014,1.9,Diesel,Automatic,176459,Hatchback,FWD,6622044
Hyundai,Sonata,2023,1.3,Petrol,Manual,76023,Truck,AWD,5538980
Kia,Picanto,2016,3.7,Diesel,Manual,100796,Hatchback,AWD,3858870
Toyota,Corolla,2018,2.7,Diesel,Automatic,114547,Hatchback,AWD,6805847
Toyota,Fortuner,2021,1.6,Diesel,Automatic,179955,SUV,AWD,6339731
Suzuki,Alto,2013,3.0,Petrol,CVT,93422,Hatchback,RWD,6526872
Toyota,Fortuner,2010,3.5,Electric,Manual,58937,SUV,AWD,4106711
Suzuki,WagonR,2019,1.0,Electric,Automatic,40942,Hatchback,RWD,1092781
Hyundai,Sonata,2013,2.1,Diesel,Manual,10358,Hatchback,RWD,6442090
Suzuki,Swift,2018,1.2,Diesel,Manual,11693,SUV,AWD,5000062
Suzuki,WagonR,2014,3.8,Petrol,CVT,7153,Sedan,RWD,3017701
Honda,City,2023,1.9,Petrol,CVT,130254,Hatchback,RWD,4806305
Toyota,Corolla,2005,2.5,Diesel,Automatic,165146,Hatchback,AWD,5739493
Honda,Accord,2016,2.1,Diesel,CVT,199609,SUV,RWD,5808715
Kia,Sportage,2022,2.7,Electric,CVT,153016,Sedan,RWD,5410485
Kia,Sportage,2021,3.9,Diesel,CVT,139426,SUV,FWD,7117058
Honda,BR-V,2008,3.0,Petrol,Manual,68680,SUV,AWD,1967308
Honda,Civic,2008,3.2,Petrol,Manual,79783,Truck,AWD,3418754
Kia,Cerato,2015,3.9,Petrol,Manual,37534,SUV,FWD,1654223
Kia,Cerato,2015,2.4,Diesel,CVT,186762,Hatchback,AWD,1359681
Toyota,Corolla,2014,2.5,Hybrid,Automatic,152839,Sedan,RWD,5769183
Toyota,Corolla,2010,1.1,Electric,Manual,9684,SUV,AWD,1500292
Kia,Sportage,2009,2.7,Petrol,CVT,56940,Truck,AWD,1761319
Kia,Picanto,2016,3.5,Petrol,Automatic,195250,Sedan,FWD,3514176
Honda,Civic,2020,2.7,Diesel,Automatic,132777,Truck,FWD,3257040
Hyundai,Elantra,2020,3.2,Diesel,Automatic,91865,Truck,RWD,3919549
Honda,BR-V,2007,3.2,Diesel,CVT,75270,SUV,FWD,3261164
Toyota,Yaris,2011,3.1,Electric,Automatic,26751,Hatchback,RWD,4884561
Hyundai,Elantra,2010,1.0,Electric,Manual,167864,SUV,FWD,3109793
Kia,Sportage,2023,1.6,Hybrid,CVT,14059,SUV,AWD,2099648
Honda,Civic,2006,3.9,Petrol,Automatic,42769,Sedan,FWD,1822514
Kia,Picanto,2012,2.4,Electric,CVT,138626,Truck,RWD,3980060
Hyundai,Tucson,2010,3.7,Petrol,Automatic,68838,Hatchback,AWD,7394331
Toyota,Camry,2023,1.1,Hybrid,Automatic,110581,SUV,RWD,5352465
Kia,Cerato,2020,3.1,Diesel,Manual,25149,Hatchback,RWD,4887084
Honda,BR-V,2005,1.0,Diesel,Automatic,33121,Hatchback,AWD,4120295
Suzuki,Cultus,2019,2.5,Diesel,Automatic,196141,Truck,FWD,7066436
Kia,Cerato,2015,1.6,Electric,CVT,65904,Truck,RWD,2087259
Kia,Sportage,2007,2.5,Hybrid,CVT,170458,SUV,FWD,2188681
Honda,Accord,2016,3.3,Hybrid,Manual,122164,SUV,AWD,7435391
Toyota,Yaris,2020,1.4,Hybrid,Automatic,52041,Sedan,AWD,5852234
Honda,City,2012,0.8,Hybrid,Automatic,177840,Sedan,RWD,1764085
Suzuki,Cultus,2011,2.8,Petrol,Automatic,27403,Truck,FWD,4534260
Suzuki,WagonR,2017,2.8,Petrol,Automatic,40427,SUV,RWD,7861062
Toyota,Yaris,2014,1.0,Diesel,CVT,138056,SUV,AWD,1016017
Kia,Picanto,2013,1.8,Diesel,Automatic,91316,Hatchback,RWD,4109100
Honda,City,2010,3.1,Diesel,Automatic,53527,Truck,FWD,5095690
Kia,Cerato,2015,3.2,Electric,CVT,110800,Truck,RWD,4514573
Kia,Picanto,2005,1.1,Electric,Automatic,177222,Truck,FWD,4450873
Kia,Sportage,2023,2.6,Petrol,CVT,40184,Hatchback,RWD,6317262
Hyundai,Elantra,2007,2.9,Petrol,CVT,101514,Sedan,FWD,6865846
Honda,City,2011,2.6,Electric,Manual,85915,SUV,RWD,6052065
Honda,Accord,2019,2.3,Diesel,Manual,30919,Truck,FWD,6355713
Honda,Accord,2011,3.7,Hybrid,Manual,160489,Sedan,FWD,3272529
Hyundai,Elantra,2016,2.3,Petrol,CVT,61454,Sedan,AWD,4178455
Hyundai,Tucson,2021,1.6,Hybrid,Automatic,176027,SUV,AWD,6287686
Suzuki,Cultus,2017,1.8,Electric,Manual,26276,SUV,FWD,6086467
Kia,Cerato,2011,3.1,Hybrid,Automatic,71503,Sedan,FWD,7690120
Suzuki,Swift,2018,3.0,Petrol,Automatic,25108,Sedan,AWD,1088140
Suzuki,Alto,2008,1.8,Diesel,Manual,17771,SUV,RWD,5329547
Honda,Civic,2006,0.9,Electric,Automatic,110100,SUV,FWD,7862915
Suzuki,Swift,2011,1.3,Electric,Automatic,162598,Truck,AWD,7373580
Hyundai,Elantra,2022,3.2,Electric,Automatic,112249,SUV,AWD,6606960
Toyota,Fortuner,2020,3.3,Hybrid,CVT,105467,Truck,FWD,7762921
Honda,City,2022,3.7,Electric,CVT,184845,SUV,FWD,5885502
Kia,Cerato,2005,2.5,Diesel,CVT,37932,Hatchback,RWD,7515688
Hyundai,Tucson,2018,2.9,Petrol,Automatic,71265,SUV,RWD,2451290
Toyota,Corolla,2011,1.6,Diesel,Manual,179181,Hatchback,RWD,1764147
Suzuki,Cultus,2012,4.0,Hybrid,Manual,189400,Truck,RWD,6597042
Kia,Cerato,2009,2.7,Petrol,Automatic,12691,SUV,AWD,1342301
Suzuki,Swift,2010,2.1,Hybrid,Automatic,65165,SUV,RWD,1654804
Hyundai,Sonata,2023,2.6,Electric,Manual,60237,Sedan,AWD,7733706
Toyota,Camry,2020,3.8,Diesel,Automatic,51601,SUV,AWD,7421179
Kia,Picanto,2016,1.5,Electric,Automatic,127448,Truck,AWD,2429816
Toyota,Yaris,2017,1.6,Petrol,Manual,88433,Sedan,AWD,3276183
Kia,Sportage,2009,1.7,Petrol,Manual,147132,Sedan,RWD,4692376
Kia,Cerato,2009,3.0,Diesel,Automatic,5435,Truck,RWD,7489553
Suzuki,Swift,2013,1.7,Hybrid,Automatic,38273,Truck,FWD,3244599
Honda,City,2017,3.8,Electric,Automatic,128011,Sedan,FWD,4048262
Suzuki,Cultus,2007,3.2,Electric,Automatic,173767,Sedan,FWD,3034565
Suzuki,Swift,2023,3.0,Hybrid,Manual,32869,Sedan,FWD,7957320
Honda,BR-V,2020,1.5,Petrol,CVT,79010,Truck,AWD,3306235
Kia,Cerato,2013,1.7,Electric,Manual,98205,Hatchback,AWD,2773360
Kia,Cerato,2023,2.5,Hybrid,Manual,88477,Truck,FWD,1516065
Kia,Cerato,2020,1.0,Diesel,CVT,143448,Sedan,AWD,5010843
Honda,Civic,2023,2.7,Hybrid,CVT,38938,Sedan,AWD,6952135
Hyundai,Tucson,2008,3.9,Diesel,Automatic,89102,SUV,AWD,4132657
Suzuki,Swift,2021,1.1,Diesel,Automatic,132979,Sedan,FWD,6693313
Toyota,Yaris,2008,2.2,Diesel,Manual,138712,Sedan,FWD,987059
Honda,BR-V,2005,3.0,Hybrid,Automatic,22872,Sedan,FWD,3472334
Kia,Sportage,2006,2.9,Hybrid,Manual,114441,SUV,FWD,1810022
Toyota,Camry,2007,3.6,Diesel,CVT,42128,Sedan,RWD,3460234
Honda,Civic,2009,3.2,Diesel,Manual,29210,Hatchback,RWD,7474751
Honda,City,2017,0.9,Diesel,CVT,122796,Sedan,RWD,4853418
Toyota,Corolla,2016,0.9,Hybrid,Automatic,163386,SUV,AWD,5667014
Honda,BR-V,2009,3.9,Diesel,Manual,181189,Hatchback,AWD,4367781
Suzuki,WagonR,2009,2.3,Hybrid,Manual,55987,SUV,RWD,2322382
Hyundai,Elantra,2006,1.5,Hybrid,Automatic,93598,Hatchback,FWD,2144623
Honda,Civic,2021,3.8,Hybrid,Automatic,84388,Hatchback,RWD,7771245
Toyota,Yaris,2006,1.2,Petrol,Manual,73189,Truck,AWD,2788973
Kia,Cerato,2015,1.5,Diesel,Automatic,25799,Sedan,AWD,5937989
Kia,Cerato,2007,1.2,Electric,Automatic,7012,Truck,RWD,5058989
Hyundai,Sonata,2010,2.9,Diesel,Manual,121238,Truck,AWD,6308228
Suzuki,WagonR,2023,1.0,Petrol,CVT,154152,SUV,FWD,3100709
Hyundai,Sonata,2020,3.6,Electric,Automatic,45688,Truck,AWD,7623158
Suzuki,Cultus,2019,3.7,Electric,Automatic,48602,Sedan,RWD,1105885
Toyota,Fortuner,2022,3.2,Electric,Automatic,116013,Truck,FWD,6668850
Toyota,Fortuner,2015,2.6,Petrol,CVT,18695,Sedan,AWD,6142047
Honda,City,2007,2.9,Hybrid,Automatic,19765,SUV,AWD,3169312
Kia,Picanto,2023,1.9,Hybrid,CVT,94783,Hatchback,AWD,2594900
Suzuki,Cultus,2009,3.2,Petrol,CVT,36314,SUV,RWD,1078320
Toyota,Yaris,2020,2.1,Hybrid,Automatic,161648,Truck,AWD,5206491
Toyota,Fortuner,2014,3.7,Hybrid,CVT,195223,Sedan,RWD,6699684
Honda,Civic,2008,4.0,Hybrid,Manual,85884,Hatchback,RWD,1146664
Hyundai,Elantra,2023,3.3,Diesel,Manual,174162,SUV,FWD,5539621
Hyundai,Tucson,2010,2.3,Petrol,Manual,51565,Truck,RWD,2267951
Suzuki,Alto,2019,3.3,Electric,CVT,88588,Truck,FWD,2023671
Toyota,Yaris,2021,2.8,Electric,CVT,111002,SUV,RWD,6158397
Toyota,Yaris,2011,1.5,Electric,Automatic,53843,Sedan,FWD,5005215
Suzuki,Swift,2023,3.6,Diesel,Automatic,34887,Truck,RWD,7984228
Honda,City,2023,2.2,Petrol,Manual,105954,Hatchback,AWD,7815306
